Bölge Adı;Şehir;İlçe;Mağaza_2;Mağaza;Ürün Ana Grubu;Ürün Kategori;Ürün Marka;Ürün Adı;Kampanya;Satış Tipi;Tarih;Tarihnum;Yıl;Ay;Yıl_Ay;AyNum;Gun;Hafta;Haftanıngunu;Ciro;Kâr;Kâr %;Sepet Ortalaması;Kampanya Sayısı;Kampanya Tutarı;İade Tutar;Yeni Müşteri %;Yeni Müşteri Sayı;İndirim Oranı;Miktar;Maliyet;Hedef;MemberID;Magaza_ID
Güneydoğu Anadolu;Adıyaman;Adıyaman Gölbaşı;Mağaza 12;Adıyaman;Bilgisayar;Notebook Aksesuari;Marka 135; 105313 ANAHTARLI SİYAH SEYAHAT KİLİDİ SETİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;27.77;5.39;0.2408;27.77;0;0.0;0.0;1;1;;0;22.38;49.69;705543;M12
Güneydoğu Anadolu;Şanlıurfa;Şanlıurfa Merkez;Mağaza 269;Şanliurfa 1;Ses Ve Görüntü;Amfi & Receiver;Marka 317; STR-DG510 AMPHI RECEIVER;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;55.37;30.11;1.1918;55.37;1;5382.0;0.0;0;0;0.664;90;25.26;94.71;652274;M275
Güneydoğu Anadolu;Şanlıurfa;Şanlıurfa Merkez;Mağaza 269;Şanliurfa 1;Ses Ve Görüntü;Amfi & Receiver;Marka 317; DAVF300 GRİ AMPHI/RECEIVER COMPACT;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;27.69;10.19;0.5821;27.69;1;2242.5;0.0;0;0;0.664;75;17.5;47.37;652274;M275
İç Anadolu 2. Bölge;Kayseri;Melikgazi;Mağaza 209;Kayseri 1;Oyun & Hobi;Playstation 3;Marka 22; RED DEAD REDEMPTION: UNDEAD NIGHTMARE PS3 YAZILIM;İndirim Havuzu;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;152.78;68.8;0.8193;152.78;1;165.0;0.0;0;0;0.7;1;83.98;133.47;603774;M215
Akdeniz 2. Bölge;Osmaniye;Osmaniye Merkez;Mağaza 255;Osmaniye 2;Fotoğraf & Video Kamera;Hafiza Karti;Marka 349; 2GB MEMORY STICK PRO DUO HAFIZA KARTI;Her Eve Lazım!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;36.94;18.83;1.0393;36.94;1;718.2;0.0;0;0;0.75;18;18.12;25.19;651956;M261
Akdeniz 2. Bölge;Osmaniye;Osmaniye Merkez;Mağaza 255;Osmaniye 2;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 259; D-POWER KULAKİÇİ KULAKLIK;Her Eve Lazım!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;73.98;51.15;2.2403;73.98;1;399.5;0.0;0;0;0.75;5;22.83;107.23;651956;M261
Marmara 1. Bölge;Kırklareli;Kırklareli Merkez;Mağaza 215;Kirklareli 1;Ses Ve Görüntü;Prizler;Marka 39; F9E400EN1M AKIM DÜZENLEYİCİ;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;36.94;4.85;0.1512;36.94;1;39.9;0.0;0;0;0.5562;1;32.09;27.44;647222;M220
Marmara 2. Bölge;Balıkesir;Balıkesir Merkez;Mağaza 67;Balıkesir 5;Bilgisayar;Ultrabook;Marka 317; DUO 13 SVD13213STW.CEU (Touch-Convertible) ULTRABOOK;Modayı Takip Edenlere;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;119.44;46.91;0.6466;119.44;1;1290.0;0.0;0;0;0.2182;10;72.54;75.28;609308;M68
Marmara 2. Bölge;Balıkesir;Balıkesir Merkez;Mağaza 67;Balıkesir 5;Kişisel Bakim;Baskül;Marka 368; V-521 ANALİZ YAĞ SU ÖLÇER DİJİTAL BASKÜL;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;46.29;29.93;1.8296;46.29;0;0.0;0.0;1;1;;0;16.36;29.26;771715;M68
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 28;Ankara 8;Fotoğraf & Video Kamera;Dijital Video Kamera;Marka 317; DCR-SX65 GÜMÜŞ DİJİTAL KAMERA;Tam Size Göre!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;83.24;-41.91;-0.3349;83.24;1;269.7;0.0;0;0;0.5482;3;125.15;121.75;652951;M29
Ege 1. Bölge;İzmir;Balçova;Mağaza 116;Izmir 1;Kişisel Bakim;Saç Kurutma Makineleri;Marka 104; FERRIE SAÇ KURUTMA MAKİNESİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;184.36;88.52;0.9235;184.36;0;0.0;0.0;1;1;;0;95.85;190.97;703252;M179
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 228; COOLPIX S 2600 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;35.83;16.08;0.8144;35.83;0;0.0;0.0;0;0;;0;19.75;41.73;642874;M223
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 228; COOLPIX S4150 GÜMÜŞ DİJİTAL FOTOĞRAF MAKİNESİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;54.17;25.23;0.8722;54.17;0;0.0;0.0;0;0;;0;28.93;81.56;642874;M223
Ege 1. Bölge;Aydın;Söke;Mağaza 62;Aydın 6;Kişisel Bakim;Saç Kurutma Makineleri;Marka 49; HD 710 SAÇ KURUTMA MAKİNESİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;122.13;51.42;0.7273;122.13;0;0.0;0.0;1;1;;0;70.7;74.74;593450;M63
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 228; COOLPIX S 2600 KIRMIZI DİJİTAL FOTOĞRAF MAKİNESİ;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;27.5;11.41;0.7087;27.5;0;0.0;0.0;0;0;;0;16.09;28.37;642874;M223
Akdeniz 2. Bölge;Mersin;Tarsus;Mağaza 240;Mersin 5;Kişisel Bakim;Saç Şekillendiriciler;Marka 34; C332E 32mm SAÇ MAŞASI;İndirim Havuzu;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;63.89;34.44;1.1698;63.89;1;1518.0;0.0;0;0;0.5369;22;29.44;62.63;733227;M246
Karadeniz 3. Bölge;Trabzon;Trabzon Merkez;Mağaza 278;Trabzon 1;Beyaz Eşya;Klima;Marka 287; MALDIVES INVERTER AQV09PSLNSTK 9000 BTU İÇ (1.1520.0163)+ MALDIVES INVERTER AQV09PSLXSTK 9000 BTU DIŞ(1.1520.0164)+ FRH1438Z4 (BOCARAY 9 & MALDIVES 9-12 BTU)(1.1520.0171)+ F-FRAME 40 (9-12000 BTU)(1.1520.0174;;Mağaza;2023-11-20;45250;2023;11;2023-11;11;20;47;0;16.67;7.62;0.8413;16.67;0;0.0;0.0;1;1;;0;9.05;26.92;722882;M284
Akdeniz 1. Bölge;Antalya;Kepez;Mağaza 48;Antalya 4;Kişisel Bakim;Saç Şekillendiriciler;Marka 280; SF7640 RESPECTISSIM LISS&CURL SAÇ DÜZLEŞTİRİCİ;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;132.41;58.42;0.7896;132.41;1;5720.0;0.0;1;1;0.4982;40;73.99;112.64;734869;M49
Marmara 2. Bölge;Balıkesir;Bandırma;Mağaza 64;Balıkesir 2;Ses Ve Görüntü;Tv Sehpasi;Marka 206; CR  44  -  110 SİYAH PLAZMA/LCD TV SEHPASI;İndirim Havuzu;Mobil Uygulama;2023-11-20;45250;2023;11;2023-11;11;20;47;0;91.67;-4.54;-0.0472;91.67;1;99.0;0.0;0;0;0.7;1;96.21;94.81;632054;M65
Ege 1. Bölge;Manisa;Manisa Merkez;Mağaza 230;Manisa 4;Telekom;Cep Bilgisayari (Pda);Marka 42; TORCH 9800 AKILLI TELEFON VF;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;92.58;0.0;;;0;0.0;92.58;0;0;;0;92.58;0.0;643100;M236
Karadeniz 2. Bölge;Samsun;İlkadım;Mağaza 259;Samsun 2;Oyun & Hobi;Pc;Marka 22; C&C RED ALERT 2 PC OYUN;Tarzına ve Ruhuna Göre;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;80.46;51.18;1.7474;80.46;1;782.1;0.0;1;1;0.2992;9;29.29;91.9;738958;M265
Karadeniz 2. Bölge;Samsun;İlkadım;Mağaza 259;Samsun 2;Oyun & Hobi;Pc;Marka 22; HARRY POTTER AND THE GOBLET PC OYUN;Tarzına ve Ruhuna Göre;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;54.54;19.57;0.5598;54.54;1;647.9;0.0;1;1;0.2988;11;34.96;89.75;738958;M265
Marmara 1. Bölge;İstanbul;Kağıthane;Mağaza 181;İstanbul Avrupa 31;Bilgisayar;Wireless Adaptörler Ve Bluetooth;Marka 12; AIR 2210 WIRELESS USB ADAPTÖR;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;18.43;11.86;1.805;18.43;1;577.1;0.0;0;0;0.7764;29;6.57;12.02;619068;M157
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 167;İstanbul Avrupa 22;Ses Ve Görüntü;Led Tv;Marka 249; 40PFL4508K/12 DVB-S FHD SMART 3D LED LCD TV;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;41.67;21.79;1.0965;41.67;1;270.0;0.0;1;1;0.7739;6;19.87;43.54;694738;M143
Marmara 1. Bölge;İstanbul;Kağıthane;Mağaza 181;İstanbul Avrupa 31;Spor;Egzersiz Aleti;Marka 371; YOGA MİNDERİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;18.43;9.47;1.0572;18.43;1;139.3;0.0;0;0;0.8328;7;8.96;28.15;619068;M157
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Beyaz Eşya;Aydinlatma & Dekoratif;Marka 249; TORNADO SPIRAL 23W CDL E27 1PF/6 AMPÜL;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;73.15;22.72;0.4506;73.15;1;79.0;0.0;1;1;0.2404;1;50.43;131.28;611392;M214
Marmara 1. Bölge;İstanbul;Pendik;Mağaza 190;İstanbul Anadolu 11;Bilgisayar;Notebook & Netbook Çantasi;Marka 142; WU676AA 14 SİYAH NOTEBOOK KILIFI;İndirim Havuzu;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;87.96;40.14;0.8394;87.96;1;1520.0;0.0;1;1;0.8092;16;47.82;62.51;646686;M166
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 42;Ankara 22;Telekom;Cep Bilgisayari (Pda);Marka 287; I9100 GALAXY S II NOBLE BLACK AKILLI TELEFON;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;36.94;18.39;0.9908;36.94;1;438.9;0.0;0;0;0.4217;11;18.56;32.22;605291;M43
Marmara 1. Bölge;İstanbul;Sarıyer;Mağaza 173;İstanbul Avrupa 27;Beyaz Eşya;Mikrodalga Firin;Marka 121; ELECTRIC GMOM 25 MİKRODALGA FIRIN;Mutluluğu Teğet Geçme!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;439.81;207.48;0.893;439.81;1;1425.0;0.0;1;1;0.5;3;232.34;453.03;737164;M149
Ege 1. Bölge;İzmir;Bornova;Mağaza 121;Izmir 6;Telekom;Aksesuar;Marka 76; DWA064 iPOD/iPHONE/iPAD/Micro USB SYNC&ŞARJ KABLOSU;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;22.13;14.59;1.9346;22.13;1;95.6;0.0;1;1;0.6379;4;7.54;20.49;762413;M184
Ege 1. Bölge;İzmir;Bornova;Mağaza 121;Izmir 6;Telekom;Aksesuar;Marka 76; DWA063 iPOD/iPHONE/İpad IŞIKLI SYNC&ŞARJ KABLOSU;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;19.35;9.76;1.0172;19.35;1;83.6;0.0;1;1;0.6397;4;9.59;24.88;762413;M184
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Aksesuar;Marka 293; TE8SCT91K  GALAXY S2 SİYAH SİLİKON KILIF;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;12.87;8.19;1.7516;12.87;1;27.8;0.0;1;1;0.3015;2;4.68;17.8;611392;M214
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Beyaz Eşya;Elektrikli Süpürge;Marka 91; ZB 2902 ERGORAPIDO ELEKTRİKLİ SÜPÜRGE;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;64.81;30.19;0.8719;64.81;0;0.0;0.0;1;1;;0;34.63;48.29;595773;M223
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Beyaz Eşya;Elektrikli Süpürge;Marka 105; WF 2000 SU BOMBASI YATIK SU FİLTRELİ ELEKTRIKLI SUPURGE;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;74.07;35.23;0.907;74.07;0;0.0;0.0;1;1;;0;38.84;81.14;595773;M223
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Aksesuar;Marka 350; SNAP ON iPHONE 4/4S KIRMIZI KILIF;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;31.12;16.65;1.1504;31.12;1;67.22;0.0;1;1;0.4389;2;14.47;40.08;611392;M214
Karadeniz 1. Bölge;Zonguldak;Zonguldak Merkez;Mağaza 289;Zonguldak 1;Ses Ve Görüntü;Led Tv;Marka 249; 55PFL7606H/12 FHD 3D LED LCD TV +2 Gözlük;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;23.06;10.65;0.8582;23.06;1;99.6;0.0;1;1;0.6848;4;12.41;30.21;699252;M295
Ege 1. Bölge;Manisa;Turgutlu;Mağaza 233;Manisa 7;Bilgisayar;Media Player;Marka 66; C35DD100F12 JOYBOX RECORDER 1 TB FULLHD MEDIA PLAYER;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;27.77;17.02;1.5837;27.77;0;0.0;0.0;0;0;;0;10.75;45.8;661508;M239
Güneydoğu Anadolu;Gaziantep;Şehitkamil;Mağaza 100;Gaziantep 1;Ses Ve Görüntü;Tv Askisi;Marka 103;" (EQ-HQSWM42) 40"" - 47"" SABİT PLAZMA/LCD ASKI APARATI";Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;184.26;-180.91;-0.4954;184.26;1;1990.0;0.0;1;1;0.757;10;365.17;217.81;671209;M104
Ege 1. Bölge;Muğla;Bodrum;Mağaza 244;Muğla 4;Beyaz Eşya;Çamaşir Makinesi;Marka 91; EWF127570W 1200 DEVİR 7 KG STEAM ÇMŞR MAKİNESİ;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;72.22;36.88;1.0433;72.22;0;0.0;0.0;1;1;;0;35.35;96.14;656112;M250
Doğu Anadolu 2. Bölge;Van;Van Merkez;Mağaza 285;Van 2;Beyaz Eşya;Firin;Marka 303; HR74W220T FIRIN;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;138.43;56.94;0.6988;138.43;0;0.0;0.0;0;0;;0;81.48;196.12;612249;M291
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Aksesuar;Marka 293; TE8SCT91P  GALAXY S2 PEMBE SİLİKON KILIF;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;12.87;7.9;1.5901;12.87;1;13.9;0.0;1;1;0.3015;1;4.97;19.99;611392;M214
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Aksesuar;Marka 293; TEOPSP20A 2 ADET  PARLAMA ÖNLEYİCİ EKRAN KORUYUCU;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;12.87;4.59;0.5545;12.87;1;111.2;0.0;1;1;0.3015;8;8.28;11.33;611392;M214
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Aksesuar;Marka 21; 108A BLUETOOTH KULAKLIK;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;18.43;12.56;2.1403;18.43;1;179.1;0.0;1;1;0.3344;9;5.87;18.34;611392;M214
Karadeniz 1. Bölge;Kastamonu;Kastamonu Merkez;Mağaza 208;Kastamonu;Telekom;Cep Bilgisayari (Pda);Marka 21; LUMIA 920 TURKEY BLACK AKILLI TELEFON;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;27.69;11.44;0.7041;27.69;1;89.7;0.0;1;1;0.4554;3;16.25;43.23;611392;M214
Ege 1. Bölge;Aydın;Didim;Mağaza 58;Aydın 2;Fotoğraf & Video Kamera;Hafiza Karti;Marka 175; 4GB CLASS4 SDHC HAFIZA KARTI (1.3517.6037) + EYE-Q DCB00 FOTOĞRAF MAKINESI ÇANTASI(1.3517.4831);Tarzına ve Ruhuna Göre;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;87.92;-54.98;-0.3848;87.92;1;474.75;0.0;0;0;0.3649;5;142.9;123.92;771575;M59
Ege 1. Bölge;Aydın;Nazilli;Mağaza 61;Aydın 5;Ses Ve Görüntü;Led Tv;Marka 295; LE22SAT227-W PLUS FHD DVB-S LED LCD TV;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;14.72;6.34;0.7567;14.72;1;47.7;0.0;0;0;0.8107;3;8.38;18.42;680065;M62
Ege 1. Bölge;Aydın;Kuşadası;Mağaza 60;Aydın 4;Bilgisayar;Taşinabilir Bellek;Marka 317; USM16GN 16 GB TAŞINABİLİR BELLEK;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;46.29;18.09;0.6417;46.29;0;0.0;0.0;1;1;;0;28.2;30.64;752711;M61
İç Anadolu 2. Bölge;Kayseri;Melikgazi;Mağaza 210;Kayseri 2;Oyun & Hobi;Pc;Marka 22; EURO TRUCK SIMULATOR GOLD PC YAZILIM;Tarzına ve Ruhuna Göre;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;92.5;57.8;1.6659;92.5;1;199.8;0.0;1;1;0.6002;2;34.7;103.55;625747;M216
Ege 1. Bölge;Manisa;Alaşehir;Mağaza 228;Manisa 2;Oyun & Hobi;Playstation 3;Marka 22; BOND LEGENDS PS3 OYUN;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;91.67;50.89;1.2483;91.67;1;297.0;0.0;1;1;0.6;3;40.77;147.87;749640;M234
Ege 1. Bölge;İzmir;Aliağa;Mağaza 117;Izmir 2;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 317; CYBERSHOT RX100 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;129.17;0.0;;;0;0.0;129.17;0;0;;0;129.17;0.0;708874;M180
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 24;Ankara 4;Spor;Egzersiz Aleti;Marka 371; PLATES TOPU;Mutluluğu Teğet Geçme!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;439.81;207.48;0.893;439.81;1;1425.0;0.0;1;1;0.5;3;232.34;437.75;737164;M24
Karadeniz 3. Bölge;Trabzon;Trabzon Merkez;Mağaza 278;Trabzon 1;Beyaz Eşya;Isitici;Marka 60; TELESKOPİK ISITICI AYAĞI;;Mağaza;2023-11-21;45251;2023;11;2023-11;11;21;47;1;49.72;27.74;1.2622;49.72;0;0.0;0.0;1;1;;0;21.98;79.59;739225;M284
Karadeniz 3. Bölge;Rize;Rize Merkez;Mağaza 257;Rize 2;Spor;Egzersiz Aleti;Marka 371; YOGA MİNDERİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;73.98;26.11;0.5453;73.98;1;159.8;0.0;0;0;0.5559;2;47.87;59.8;733505;M263
Doğu Anadolu 1. Bölge;Malatya;Malatya Merkez;Mağaza 226;Malatya 2;Bilgisayar;Mouse;Marka 146; IWM-111RM TURUNCU WIRELESS MOUSE;İddialıyız!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;23.06;11.23;0.9489;23.06;1;747.0;0.0;0;0;0.5;30;11.83;23.72;620563;M232
Doğu Anadolu 1. Bölge;Malatya;Malatya Merkez;Mağaza 226;Malatya 2;Bilgisayar;Mouse;Marka 109; FM-B05RF WIRELESS OPTİK MOUSE;İddialıyız!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;18.43;10.45;1.311;18.43;1;298.5;0.0;0;0;0.5;15;7.97;21.28;620563;M232
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 42;Ankara 22;Telekom;Cep Bilgisayari (Pda);Marka 287; S5660 SILVER WHITE GALAXY GIO AKILLI TELEFON;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;36.94;23.16;1.6805;36.94;1;79.8;0.0;0;0;0.4217;2;13.78;59.49;605291;M43
Akdeniz 2. Bölge;Osmaniye;Osmaniye Merkez;Mağaza 255;Osmaniye 2;Ses Ve Görüntü;Lcd Tv;Marka 347; 40MV732 FHD LCD TV;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;73.15;36.18;0.9788;73.15;1;395.0;0.0;0;0;0.573;5;36.97;56.24;710008;M261
İç Anadolu 1. Bölge;Kırıkkale;Kırıkkale Merkez;Mağaza 214;Kirikkale;Bilgisayar;Çoklu Okuyucu;Marka 323; M4PH04 USB 2.0 4 PORTS MİNİ HUB;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;31.94;17.62;1.2298;31.94;1;34.5;0.0;0;0;0.5;1;14.33;42.44;611446;M219
Marmara 1. Bölge;İstanbul;Kadıköy;Mağaza 174;İstanbul Anadolu 4;Oyun & Hobi;Playstation 3;Marka 22; CONAN PS3 YAZILIM;Bitiriyoruz!!!;Mobil Uygulama;2023-11-21;45251;2023;11;2023-11;11;21;47;1;23.98;11.67;0.9486;23.98;1;1502.2;0.0;1;1;0.7928;58;12.31;23.35;713883;M150
Akdeniz 2. Bölge;Adana;Ceyhan;Mağaza 2;Adana 2;Telekom;Aksesuar;Marka 21; CC-3068 LUMIA 520 SARI KAPAK;Her Eve Lazım!;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;73.89;0.0;;;1;0.0;73.89;1;1;0.6356;0;73.89;0.0;705330;M2
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 38;Ankara 18;Ses Ve Görüntü;Lcd Tv;Marka 317; 40CX520 FHD LCD TV;Zamanın Gerisinde Kalma!;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;110.19;66.74;1.5363;110.19;1;238.0;0.0;0;0;0.5825;2;43.44;106.33;636163;M39
Ege 1. Bölge;İzmir;Karşıyaka;Mağaza 127;Izmir 12;Ses Ve Görüntü;Kumanda;Marka 106; RM-L828 UZAKTAN KUMANDA;İndirim Havuzu;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;36.94;20.42;1.2354;36.94;1;199.5;0.0;0;0;0.5517;5;16.53;25.34;748830;M191
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 37;Ankara 17;Telekom;Aksesuar;Marka 293; TE8PSP4SW  4/4S PRİVACY EFFECT BEYAZ EKRAN KORUYUCU;Tam Size Göre!;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;36.94;18.8;1.036;36.94;1;79.8;0.0;1;1;0.7783;2;18.15;54.92;771268;M38
Karadeniz 3. Bölge;Rize;Ardeşen;Mağaza 256;Rize 1;Beyaz Eşya;Çay Kahve Makinesi;Marka 307; ÇMŞR MAKİNESİ 9 KG BORDO;;Mağaza;2023-11-22;45252;2023;11;2023-11;11;22;47;2;87.96;57.61;1.8981;87.96;0;0.0;0.0;1;1;;0;30.35;110.09;661839;M262
Karadeniz 3. Bölge;Rize;Rize Merkez;Mağaza 257;Rize 2;Telekom;Aksesuar;Marka 21; CP-5002 C6-01 EKRAN KORUYUCU;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;18.43;12.33;2.0216;18.43;1;79.6;0.0;1;1;0.3344;4;6.1;32.16;621009;M263
Ege 1. Bölge;İzmir;Bergama;Mağaza 120;Izmir 5;Kişisel Bakim;Saç Sakal Kesme Makinalari;Marka 49; CRUZER 5 BEARD SAKAL KESME MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2023-11-22;45252;2023;11;2023-11;11;22;47;2;185.09;-118.16;-0.3896;185.09;1;1599.2;0.0;0;0;0.592;8;303.25;308.7;673798;M183
Marmara 2. Bölge;Bursa;Osmangazi;Mağaza 80;Bursa 5;Bilgisayar;Notebook;Marka 174; G560 59-058658 NOTEBOOK;;Mağaza;2023-11-22;45252;2023;11;2023-11;11;22;47;2;46.29;31.36;2.1002;46.29;0;0.0;0.0;1;1;;0;14.93;34.76;735463;M83
Akdeniz 2. Bölge;Hatay;İskenderun;Mağaza 111;Hatay 4;Bilgisayar;Temizleme Ürünleri;Marka 249; SVC1116 200ML EKRAN TEMİZLEYİCİ JEL;;Mağaza;2023-11-22;45252;2023;11;2023-11;11;22;47;2;90.73;36.58;0.6754;90.73;0;0.0;0.0;1;1;;0;54.15;86.11;637170;M115
Akdeniz 2. Bölge;Hatay;İskenderun;Mağaza 111;Hatay 4;Ses Ve Görüntü;Kablolar;Marka 103; EQ-SSGOLD15 ALTIN UÇLU 1,5M SCART KABLO;;Mağaza;2023-11-22;45252;2023;11;2023-11;11;22;47;2;27.77;8.74;0.459;27.77;0;0.0;0.0;0;0;;0;19.03;21.8;629088;M115
